sentiment,text,prediction
1,hey fuck off imma celebrate my roots and you can kiss my irish american ass all you idiots in a panic can line up to kiss my ass too oh and much love to the keeping america great likewise to our great keeping us fed twitter comwloerwsfin,2
3,well at least the covid status is under govt now no reporting on covid unless govt approves …,3
3,prayers for the sufferers and workers on covid,2
2,do you know some positive stories of past week coronavirus quarantine to take your mind off the gloominess knowledge is light please subscribe my channel like  share  comment hit bell icon to get notification of latest videos pic twitter ,2
1,was told today that there was little to worry about at the call centre because there have only been a tiny number of cases of coronavirus in our area um ok yeah,1
2,oh yes that is why we are safe n healthy enjoying the lockdown with our family,2
0,this is all till you cancel my im mad now,0
2,no excuses please … …,0
0,im already freaking out about the coronavirus and i most certainly do not need the “be best” queen spewing out anything no thanks,1
0,the buck stops here  if you cannot take the heat get out of the kitchen  no i do not take any responsibility at all ,0
0,honestly was planning to go to toronto comiccon next weekend now that the coronavirus got outta hand probably would not be a good time to go downtown ugh,1
0,for make sure that your hand sanitizer contains alcohol and if it is alcohol free it is useless recommend this for your safety twitter ,0
0,i think i need to get off social media until this coronavirus shit ends,0
2,gymtrainer how was your workout session in lockdown me thinking what is the workout term for charbi bdhi padi hai ,2
1,beating my nail biting habit to avoid the coronavirus is so hard,1
1,you all really had to fucking call the corporate of h e b to tell them that their own employees cannot shop before you all what an actual disgrace people you all are a bunch of fucking assholes they are working hard for those who are panicking for no fucking reason,0
1,stop the and enough said twitter ,0
1,now again lockdown ghost,2
1,my eyebrows cannot take this coronavirus any longer my shit looking crazy,1
0,‘s is wrong if the us is spared death toll it is because many took the science seriously and a fuck ton of luck is he seriously a voice of reason thinks opposing trump climate change and coronavirus are all “over reactions”,0
1,the fact that everyone is panicking over the corona virus and i done ran out of god damn toilet paper,1
1,i love this my fear is the constant barraging folks with fear about corona virus is going to make people mentally sick,1
0,he gives pelosi special recognition and the rest of the democratic house members because those fuck nuts that call themselves republicans do not give two shits about the american public as they voted no on the coronavirus bill,0
0,the line at bjs today what a shit show this is twitter ,0
0,they ruined the lockdown do not treat them let karma hit their ass,0
3,govt of tamilnadu should take decision for all school children to waived off school fees from apr to jun  due to covid  for avoiding financial burden in this critical junction of time and moral support as there is nation wide lock down and school remains closed,3
2,honble health minister of assam dr s relentless focus on tests and quarantine has helped the state prevent community spread despite over   returning from other states following coronavirus induced lockdown …,3
1,this is actually ridiculous i hope everyone is staying safe,0
0,não me conformo them deixar de fazer as manifestações de por causa do coronavírus pois não acredito nessa histeria acho que é exagero proposital por parte da mídia esquerdopata para fazer a gente desistir se depender de mim eu vou pic twitter ,0
3,quality tests quality masks nd quality treatment for coronavirus patients at well equipped hospitals with free of cost nd stay at home means complete lockdown is the only scientific solution otherwise do not confuse public just announce all opened with sop n that is ok sorry sir,2
1,do not wana spread panic but this my friends is a sign of apocalypse …pic twitter  – at bramhaputra river,1
2,honrable cheif minister of tamilnadu health minister of tamilnadu health secretary of tamilnadu i m from tirupathi from the land of lord venkateshwara we r inspired by u r techniques to tackle the coronavirus,2
2,congratulations and best wishes riyaz and ashish twitter ,2
0,what utter bullocks a self employed person will get £ under corona virus crisis how is that justifiable while others will get around  of their salary why leave the self employed to suffer do they not matter,3
2,it was tough to see you go brother excellent  days together and more before the started while we were working on the let us assemble soon to make a twitter ,2
0,grumpy or dopey who wins the tonight by scaring the fuck out of people more,0
3,today at   a  year old bangladeshi male admitted at tree top hospital has passed away this is the  covid  death in the maldives our thoughts and prayers are with the bereaved family may allah grant his soul eternal peace in heaven,3
0,corona virus i implore that you cease activity by april  this is not a suggestion this is a demand,0
2,issa date once lockdown ends inshaallah and corona too redheart,3
3,the death toll due to covid  rose to  in jammu and kashmir as third death was reported due to the coronavirus in jk on monday dr mir mushtaq deputy medical superintendent district hospital pulwama told gns that  year old man was brought dead to the hospital this morning,3
3,the rates are become barrier for poor people to think from cure treatment and remedy from covid  …,3
