Comment	label
Rural endowment insurance in 2017, a lump-sum 15 years, 10 years can return!	1
Central Meteorological Observatory: Heavy rain, heavy snow, 23 ~ 24 national territory has heavy rain, heavy snow!	2
A man who has a declining physiological function in the middle age? Normally eating these foods to enrich the kidney and smoke poison, improve immunity	2
It also says that what is hidden behind the street selling of the handicapped? The truth is sad.	2
How easy is it to emigrate from Australia?	2
The country fought with Japan for the national flag, claiming it was their own, and demanded that Japan pay a trillion dollars for its rights.	2
fan bingbing 's beijing house exposed	2
January 1, 2018, the driving license age standards implementation of new rules, how much do you know?	2
Toothpaste is too practical in white wine. Ten people, nine people don't know.	0
Omici water and white vinegar wash face, learn this trick, solve many women's skin problem!	2
A lot of people don't know! Only child can't inherit parents' property alone, relatives have to share house.	1
Officials deny the collection of tickets at Phoenix's Old Town.	2
Be sure to eat a banana every day for a month, and your body will change miraculously.	0
Mystery creature found in Australia, basking in the sun on the beach!	2
He's a 90-year-old boy who bought BMW 3 years after he graduated, but few of his friends would ever look at him.	2
The little girl from the west gate was taken away.	2
Ten-year-old white hair, washed in 1 beer, three minutes, seven days, back to black.	0
"Another star in the entertainment circle who suffers from ""cancer-free cancer"", is in agony and says she wants to quit showbiz"	0
Plastic surgery changed her life. She was 20 years old and worth over 300 million, the youngest person in Forbes Rich List.	2
Morningside Technologies was ordered to delist from the market for fraud and financial fraud.	2
the snh48.composing explosion for underage girls.	0
The most serious loss of the Olympic Games in history, 30 years of debt repayment for everyone! Wei Jizhong: China will do it again!	0
20-year-old Xiaotong claimed that Li Yi-feng was rejected, and now he is holding hands and holding a deer, netizens: please let go	2
"""Zhou Xun,"" my favorite woman -- she's divorced."	2
The Chinaman Demonstrated his homemade perpetual motion machine. It was incredible. I almost bought it.	0
An explosion happened on the north road of Taiyuan Peabulous? The result of the police investigation of Taiyuan net police!	2
Super Rumor: Dima's not coming to Luneng to coach Tuohull?	2
No diet, only fruit can not lose weight! The real way to lose weight is neglected by you.	2
New UFO UFO sightings - NASA leaked video testifies to the existence of extraterrestrial beings	2
"""Chengdu city chengguan Smash and grab desk and chairs"" is not true"	2
"""Police Report"" on the network of Lianhe Township in Dangshan City, a fire in the wheat field is a rumor."	2
"Do not put this next to the refrigerator, it is a ""time bomb"", these three common sense to know!"	2
Mechat chat history deleted how to retrieve? Can you check other people's micro messaging record?	2
Embarrassing. Li Yu-kang appeared on the red carpet in Cannes in Chinese Butterfly. He was driven off three times by security guards.	0
"Announcement of Rumors about the Six People's Death by Jumping into the River in the Section of the ""4.8"" Fenhe River"	2
The north of Baotou's soil is flooded. The villagers are retreating south.	2
Luo Zhenyan admits that Tong Yan is pregnant and has not been married for a long time because of this	2
the two sides did not reciprocate by restarting the bid to acquire omo.	0
Know: Melt deformed and refrozen ice-cream or contain soluble toxin protein!	0
Fetal Sex Detecting Test Paper: Changing the Morning Urinary to Male-to-female	2
A cup of yoghurt = two cans of cola? Yoghurt is fatter?	2
Take these four kinds of food to prevent cardiovascular and cerebrovascular diseases, eliminate the blood waste, and get rid of the toxin in the body.	2
Latest Gossip: Deer to Zhang Huiwen Resources? Zhao Liying on the set enjoying the title role? Fan Bingbing is confirmed pregnant?	2
It's a Canadian bionic crystal that can cure myopia in eight minutes.	0
What impact does it have on the gradual shutdown of the Microcredit web page?	1
No need to scrub, just a little spray, the pan automatically come down!	2
The food that can not be eaten during pregnancy is very harmful to the baby, so don't take chances and eat too much.	2
Red sugar cuing blood cure dysmenorrhoea? Choosing the wrong time, drink is also drunk!	2
The worst smell in the shit, the accident, the car accident, the motorcycle, the dung bitch.	2
the price of a piece of rotten wood in the countryside can be as high as 51g. farmers grow it to earn 1 billion a year. the trick is to breed an ant to encourage incense.	2
Enterprise bankrupt, only-child parents can receive up to 20 000 yuan subsidy! Did your parents get it?	2
"""Singer"" director Hong Tao quit, netizen: The program is not next season!"	2
li chin and li yi-feng kiss photos. the two seemed to have a love affair.	2
Why don't you admit that Trina Chen's divorced? Here's the truth.	0
"""Running Man"" is exposed, Zheng Kai is in the bottom, Deng Chao is third, and the first is not deer."	2
The 54 -year-old Wei Wei high-profile remarriage! And the current husband close this song! The foreign husband repents the bowels!	2
Friends confirm that Zhang Liangying and Feng Zhen break up, Feng Jengcheng male version of Ma Rong, netizen: the person is not good!	0
Diabetics can rest assured that sugar-free foods will not increase their blood sugar levels	0
A family of seven has been killed in the demolition of Anhui Province	2
the young couple market sells this stuff, unlike the big hotels, and can be bought by anyone at a cost of two.	2
26-year-old Zhang Yishan's love exposure, the object is her, netizens: No wonder not Yang Zuo	0
No diet, no sports, 20-year-old meat.	0
Finally found the cleanest way to wash the grapes, residual pesticide to bare, still can be sterilized!	0
It's only a matter of time before the Chao Tak-wan estate crash.	0
"Internet user ""Fast Hands"" published ""a car crash site in Xigaze"" rumor has been detained for 10 days"	2
"""Two electricians were washed away"", a villager was fined 500 yuan in Yueyang, Hunan Province"	2
Fan Bingbing Holding Agent Li Chen's Classes To Reveal His Complicated Relationship with Mu Xiao-kuang	0
In 2018, the only child family is blessed! With this certificate can be up to ten thousand yuan subsidy!	2
To clean up the roads, electric cars in rural areas are not allowed to go on the road, experts: long overdue	2
Having just started out with Andy Lau and Zhou Xingqi, she went to the Spring Festival Gala three times, and married a foreign daughter so beautiful	2
Rural dilapidated housing is destined to be demolished, but it can still be subsidized!	2
Latest straw subsidy: ten thousand to ten million yuan per mu! (with application subsidy method)	2
The 52-year-old actress has a taste for it. Don't miss it when she's late.	2
White hair does not need to be dyed in life. Baking soda adds it to grey hair. It darkens overnight. It is a pity to learn.	0
"Wet ""mortal enemy"", eat a little in the morning, the moisture can be swept away, the belly is also down"	0
Micro has a small function on the line, you must not let your girlfriend know...	2
Haiqing girlfriend, the most low-profile female star, was once inserted by Jiang Qin, and is still single at age 41!	2
The Forbidden City has a Ciaining Gardens, and it is a cold sweat for visitors not to take pictures in the garden.	2
Zhang Yishan's love affair was exposed to a '95 SONG Yeon-ah	0
New regulation Jan 15 implementation, drink driving record 12 points, 5 years cannot obtain driving licence again? Really?	1
"""Microenvelope Red Packet Disease Virus"" is false news."	2
Wang's ex-girlfriend, Sydney, is pregnant for 12 weeks. It is no wonder that she can make a billion a year.	0
Wang Kaiwei's cheating on the Wang Gu Incident has a three-wire face, but it's a front-page headline	2
Tian's group should be alert. The emergency department receives three or four sudden death sufferers a day, the body sends these signals to be processed early...	2
Plastic Fans Repeated Scrammage to see how to break the game.	2
Every day sincerely pray for Buddha's heart to receive the boy, really did it! The birth of a son! Attached symptoms	0
A few spoonfuls of white vinegar with amoxicillin will be used to wash your face sooner or later.	2
"Ham yoghurt with food carcinogenic? Run red light to avoid capture has ""the trick""? Ha ha!"	2
Auria and it eat together, more than Cordyceps sinensis, hypotensive lowering blood pressure protection vascular!	2
it 's up! hengda' s $50 million euro quotes price is also contested by the government of the golan in the golan	2
the most powerful flower - selling course in history, and a quick cash flow to the accounts.	2
"""Fast return home"", the old driver's spring is coming?"	2
She married the director at the peak, Jiang Qin inserted into depression, home burning charcoal suicide at the age of 43!	0
The establishment of a public institution is reformed, and doctors and teachers will choose to take the civil service exam?	2
A big time is coming. The era of profiteering is over and the age of earning millions is here.	2
The baby boy was 18 years old and was finally born.	2
Regardless of the child's fever 40 °? Mother 1 action, do not take medicine to set back fever! Late night can be saved	0
Women have to pay attention to their menstrual periods. 4 kinds of common fruits have dysmenorrhea, 6 kinds of food can help the body to detoxify	2
Li Xiaolu: I don't want a divorce!	0
"Wet ""mortal enemy"", eat a little in the morning, the moisture can be swept away, the belly is also down"	0
"""Back to the Future II,"" God predicted, 27 years ago that Trump had been elected president of the United States."	2
46 years old Luyu recent photo, thin cardboard like, by the Yang husband repeatedly abusive, today married the first love is very happy	2
The homemade car of 6 MPV, the Baojun 360 will take the lead of Wuling Hongguang, with less than 80, 000 will be able to burst!	2
Baidu CEO Robin Li has an illegitimate child and a family scrambling for assets	1
Is ferns often eaten in the countryside cancer?	2
No Exit Permit for Mainland Persons Traveling to Hong Kong and Macao	2
Blackmail virus attacks domestic campus network? Do this, do not fear the graduation thesis is destroyed!	2
Just try it out: Onion cues for pain in the knee are amazing.	0
Su's relationship with Lin Xin, no wonder that Huo Jianhua was quick to propose.	0
"Hunan discovered the ""dragon"" in a cave, but the experts told the truth about it. Is that really true?"	2
The city education examination yuan warns: the gaokao season network rumor should not be hit	2
Drinking a thousand cups of not drunk little trick, in a minute! Let you drink the more you drink the more you can drink.	2
"Li Yapeng regrets divorce, intervenes ""Feng Fai Fei,"" Li Yapeng wants to snatch back Wang Fei?"	2
Zhang Da Da Yao Yang power and AB are good friends, but Yang-Yang's best friend is not Tang Yan? Plastic sister sister	2
The Rockets and the Knicks have reached a deal on the melon trade? Both teams have hinted that it is only to be announced!	2
Really good-bye, Huafeng Sansheng will withdraw from the market!	2
Free Installation of Motorcycle Burglar Alerts for People in Ziyang Xingxing Community	2
Pan Yang passed away? Pan Changjiang asked netizens to feel sad about being a father.	2
Japanese village girl buys dolls, monitors spooky scenes in the middle of the night, and tens of thousands of netizens can't figure it out	2
Song Xiao Bo returned to class, Ma Yun sat down to listen carefully.	0
US Military High-profile Supports the sale of the F-35 to India in order to bankroll the Russo- 57 project	1
Li Xiaolu infidelity adds weight, after reading Wang Shearing Li Xiaoran reveals Jai Yang Liang will also choose to forgive?	2
"These three wild herbs in the countryside are known as ""wild herbs for fighting cancer"", but only farmers can get them."	0
Lin Yichen was thin and suspected of anorexia. I was in poor condition.	0
Inshon was the first to shut down the bulk trading system.	2
china 's investment in africa to curb employment in africa	2
"Net alarm rumors: ""Traffic New Regulations2018 April 15, 2018"" information in the circle of friends is rumor information"	2
Just now, Turkey has made a big decision, Trump threatens to go to war!	2
"""The old man"" Lin Zhiying and the Xia Xia Star will continue the front edge of the ""Shepherd of the Stars"" to reshoot!"	2
Don't be afraid of suntan. Wipe with these two things at home. After a few days, the skin is white and tender.	0
Robin Li will be unveiled on Valentine's Day and hundreds of millions of house will be unveiled on Valentine's Day.	0
What? The value of these five pennies has gone up to a million times. Go home and search your home.	0
Entertainment is too gossiping, Chen Chon and Wu Lei's love affair is exposed, only the retard will believe	2
Women these few places more and more longevity, more pinching, more exercise and more exercise!	0
2017: Only child can not inherit parents' property? Old people had better make a will in advance!	0
After the reform of public institutions, doctors, teachers raise salaries, rice bowls more iron!	2
The Yang power public good news, already pregnant the second child, the expected delivery is November, the fierce face to face the divorce hearsay!	2
Lifestone can measure blood pressure, heart rate, and body temp. Be your home doctor.	2
If you eat durian, don't drink alcohol. It could lead to alcoholism.	2
It's a way to discriminate oil from oil.	0
After the imprisonment, Yang Yu-ying sang the song in tears.	0
One way to identify pure grain wine! Mixed wine! Mixed wine!	0
Spring and Autumn: Big elephants are really afraid of mice	0
Eat these foods on an empty stomach is a chronic suicide, the first to eat!	2
Farmers pay attention! The year-end should be able to get the 10 major subsidies, not to get early!	0
jackie chan scolded some actors for playing a big game, shouting out loud, tiring, zhang yingxing, huang xuanzi getting shot	0
Liu Jianhong quit his job in the winter of optimism sports.	2
It's free on the phone. It can be viewed on all the channels in the world.	2
"sedentary, often labor people should look, a ""earthenware"" radical prolapse of lumbar intervertebral disc!"	0
CCTV one sister Zhu Xun has suffered a relapse of cancer, left the stage to sing a song, the audience cried!	0
The elevator went down because the wire rope broke.	2
These 10 great sayings are used in the first half, and they have been pooped for too many years!	0
China stock market has a big news, in June will open a big rally!	2
Come on, man, 48 fine, $8500 and 15 days in jail!	2
xiaoshenyang was angry at zhao benshan and received zhao benshan 's phone call.	2
"Newest Inner Mongolia ""Crustal Movement"""	0
"Fan Jincheng ran in ""Run,"" and suffered such a cold reception? The netizens' shots were cut too thin"	1
Women don't want to get old fast, eat more food rich in protein, and make their skin look younger.	2
My stomach is too big. I just boil an egg. I lose 1 lb a day. I'm constipated. I'm all wet.	2
Your favorite Red Bull is almost gone!	2
Rice fields do not grow rice, cereals, and weeds. Farmers earn hundreds of thousands of dollars a year.	2
Yu Wenhua got married and sang a song with Zhu Guowen in tears. Yin was crying and crying.	2
"Wang Shiling calls Yao Ming's daughter ""the village child"" and his mother Li'xiang's response."	0
You can lose 8 pounds in 8 days with these two in lukewarm water. Even the best diet pill is not as good as it.	2
Grandpa's car won't be sold for any price.	2
"The most potent ""natural insulin"", the natural enemy of diabetes, often eats lower blood sugar."	0
If you look at these pictures, you don't need to draw blood tests. What kind of blood are you?	2
Lumbar disc protruding treatment!	2
The old man planted more than 500 poppy plants, and the fruit was soaked in water to cure the disease.	2
breast cancer contains a 10-year exposure to breast cancer risk for breast cancer	2
Shit! The Rockets are officially locked in on the third Big Brother? Paul had already hinted that it would be difficult to split the five-man race.	2
The United States slashes the war to Ali?, Ma Yun returns like this, netizen: Good!	2
What are the fruits that you can't eat at night?	2
The hair does not need to dye, the sesame leaves with its shampoo, no matter how many years white hair, 3 days black and supple.	2
"Shandong responds to ""14-year-old boy accepted by mit"": promotional needs will verify authenticity"	2
Wang's request for his daughter-in-law, Wang Shearing panic! Netizens: There is only one person in the whole country	0
He is Fan Bingbing's real backer, he pulls Fan Chen's hand Li Chen to dare not say!	0
Sun Li Deng Xiaofu wait for a small flower to be at the airport, Deng Chiu-haired gray, small flower sitting in a small cart	2
People fake eggs, skin crawfish glue, do you know all these things?	2
Bozhou city management and the masses conflict?	2
Faye Wong, the Mid-Autumn Festival Li Yapeng family reunion, Nicholas Tse did not listen to his father, refused to see Zhang Cechi!	2
In 2017, a list of primary school districts in TongQi City will be made!	2
"Cecilia Cheung has sacrificed so much, and still want to ""remarry"" with Tse Tse-feng?"	0
How do you do it when you're 50 years old and have less wrinkles?	2
Cecilia Cheung scandal, Nicholas Tse returned to support, Wong Fei jealous: You two really shameless!	2
There are four teams in the top six teams to replace, lu can choose the shuai to announce next year can only be kept guard?	2
47-year-old Zhang Ting airport recent exposure to exposure, netizen: Lin Ruiyang!	0
In another month, a subsidy will be issued in the countryside, amounting to a total of thousands of yuan, not to be claimed in three categories.	0
Neighborhood Watch the toilet block water will return to the water pipes, causing cancer.	0
the marriage of zhang jike	2
"Farmers who do not know should ""eat big losses""! Next year, three fees will be abolished in the countryside, and no more will be paid."	0
In 2018, the new rural cooperative (new rural cooperative medical care) per capita 180, a further increase 30, can be paid by micro credit.	0
Winter is cold and dangerous, easy to get sick, aging fast, even leading to infertility!	2
Yu's husband introduced Zhu Guowen to her, but the two of them had a lot of love affair.	0
What are the ways to cash out the way to cash out and use the shopping process to achieve success?	2
Don't dye your hair any longer. Often eat these natural foods, and the grey ones are slowly turning black and younger.	2
"Vicious mother-in-law is shameless, pregnant daughter-in-law daughter-in-law's water broke and did not send the hospital, the entire audience said ""too much""."	2
Don't eat eggs like this. The risk of cancer is high. Don't take it seriously.	2
The owner of KTV in Chaohu has broken the lady's neck to death.	2
Dou Jing Tung did not become a monk purely because he wanted to shave his head, but the hairdresser living in Sosa was not ordinary.	2
Lemonade, cancer control.	2
Does it really affect your health if you dye your hair?	2
Green card holder, green card, no more than 3 months from the United States.	2
It's rumored that the coins have poured in 50,000 coins in three days!	2
"Surveillance camera picked up a strange image and saw a suspected ""ghost"" behind him."	2
li yi-feng 's most distressed woman, yang power eats soil, and zhao liying is embarrassed.	2
Kenya, the most developed country in East Africa, has a life expectancy of 54, and children forget their hunger with glue.	2
"Ba Chung's ""100 yuan thank-you fee for scamming kids to take the lead""? It's a rumour."	2
Microcredit circle, micro blog can really query visitor log? In fact, it is hidden.	2
urgent notice: there are many outsiders coming to steal and sell children 's organs, and there are many places in shandong.	2
Destroying Three Views! Gurina and Zhang Han broke up because Nathaniel had fallen in love with Wu Yifan?	2
What's the moon hiding? Could it be alien or something?	2
xinhua: public security bureau and courts of sichuan city jointly launch a new bus	2
Good news! The corn deficit almost doubled this year! Corn prices will rise in the autumn.	0
"Grab the big ""scandalous"" foreign aid! National security 50 million euro iningolam! Where to go?"	2
What are the rules for the increase of hebei enterprise pensions in 2017?	2
Another national paper! Electric cars, batteries, repair shops attention, the beginning of the national remediation!	2
The Toyota Coupe is saved! It's like a Lexus, only 180,000 at 2.0T and 8AT.	2
Drinking sweet water can cure gas poisoning.	2
2018 teachers pay reform specific plans announced, such teachers to raise wages!	0
The world's first talking dog shocked 6 billion people.	0
"The husband's one sentence ""opera money is fast"", liu tao cried!"	0
If Xing Zhaotao retired into the entertainment circle after his retirement, will the audience buy it?	2
Li tian yi has been released on bail, so what happened to the victimized girl?	1
Central Meteorological Observatory: National Weather Forecast Feb. 17, New Cold Air Attacks, Rain and Snow Fall	2
Countryside Granny Treats Foot Biopsy, Treats Her Foot Biopsy 3 Days and Does No Recurrence for 10 Years	2
liu kai - wai, wang guoxiao	2
Most of the anti-flu drug oseltamivir-shenyang pharmacies are cut off.	2
Kidnapped child after being pinched with a needle	2
It was so popular that it went from a month-long crash to just over a thousand.	2
Case of gun possession: zhou libo is the only defendant! 41 years in the united states, how bad?	0
Two brothers and sisters in Guangdong, Guangdong, jumped from the third floor like Altman? Dongguan was the scene of the accident	2
Baking soda and shampoo, no matter how bad the gray hairs are, 8 minutes of black, smooth, never fade.	0
"The 3-year-old child's throat is full of ""cobblestones"", because the mother did this, remorse wept!"	0
"""Crab's cancer"", ""Crab shots"", ""Crab glue""... Have you heard of it? Do you believe it?"	2
Entertainment is too gossiping, Chen Chon and Wu Lei's love affair is exposed, only the retard will believe	2
Peanut fast slim fit, eat a few every day, 3 days lean 5 jin, the bowel virus treats constipation!	0
Ten waist nine pain? A handful of pepper, beat the experts, the treatment of the waist to highlight special effects, permanent collection.	2
Millet only 2 hours to brush the 18 days of the cumulative champion, the scenario took place in a major reversal of the official face of the King.	2
The reason why the Taiwan media exposes the cloud Xiangxiang doctor cure: Have the clean, suffer the bulge, suffer the severe depression!	2
Worried about Starbucks Carcinogens? Let's worry about the usual food.	2
Chinese stock market: A share market will surge this week, a class of shares into the slow bull market!	2
What do you often eat that can cause kidney failure?	2
New UFO UFO sightings - More and more evidence suggests that aliens are real!	2
It's a shock to eat this noodle for a long time.	2
The rural policy is about to start, and the four categories of farmers will be heavily subsidized.	2
How does the phone not root to view the WiFi password?	2
cctv 315 party night, auto giant secret chat history leaked	2
If you look at these pictures, you don't need to draw blood tests. What kind of blood are you?	2
Tevez agent: the chances of him returning to boca are nil.	2
Fan Bingbing Green Li Chen? Jianshi Huge during love affair? Received the story Zhuo Wei silent	2
Often give the child to eat these three vegetables, brain development good intelligence quotient, gastrointestinal digestion good growth height.	0
New regulations on the road, starting next week! Owners!	2
The body does not have a schedule of detoxification, the heart aches, there is no excuse to go to bed earlier.	0
Zhuo Wei publicly rewrites: Huang Yiqing tells the story very truthfully	0
Wanda will not withdraw from real estate!	2
From 130 to 90 pounds, lemonade and this will help you get rid of your belly.	0
When you are pregnant, you must refrain from eating these foods. Otherwise, your baby will be prone to fetal poisoning after birth.	2
liu qiangdong 's response to jingdong' s takeover of yanbian	2
It is said that the SSE intends to set up a new trading block to attract IPOs of innovative technology companies. What do you think?	2
Starring Chow Yun-Fat's red envelope, Chow Sung-chi stole the fastest	2
"Half way out of the 33 billion price ""Cao"", Fan Bing Bing Li Chen's marriage is hopeless, Li Chen chicken?"	0
ZHANG Bo-shih will have to change the name of the child to Zhang and Tse-feng to respond, and Xie Xian is more domineering.	0
Guy's got two DUIs, lost his license, he's driving without a license, and this time he's going to jail.	2
How does a cow keep giving milk all the time? What do you need to do with a hormone?	2
Yancheng Five Continent International Wedding Master Kisses Daughters of Daughter-in-law and Jumping to the Flats?	2
"""Little reminds"" Huangshan people to stop spreading! ""The city gardens to fly the plane flies the medicine to cure the white moth""? That is so!"	2
"When a pregnant woman gets a kidney from a hospital during caesarean section, the so-called ""heartless"" is in fact an old rumor."	2
The United States has for the first time acknowledged the existence of an alien presence in Area 51.	0
Traditional Chinese medicine tells you the secret of losing weight. Use these herbs to boil water, drink a glass after meals, and drop your weight.	0
Land compensation 1531 acres of compensation, farmers in tongzhou farmers become millionaires!	2
Is it common for the old people on the subway to give their seats to pregnant women now that they are not given seats to pregnant women?	2
The Guangzhou airplanes were grounded, giving way to the wild geese of the north, and moving images of life were moving.	0
Wanwan returned, what situation, unexpectedly can compete with the leader of the baby!	2
Military Industrialization First Dragon Turnout from 97 drops to 6 yuan, main bottom large single-lock warehouse, 18 years of the King of the Kraken.	2
The heat of eating six chestnuts is a bowl of rice. Is that true?! They say it is true.	0
Three men and women who died of the SK5 virus in the center hospital have been quarantined?	2
According to Liu Qiong, the most profitable industry in 2018 will earn more than $1 million after 41 years of investment.	2
li yi-feng 's most distressed woman, yang power eats soil, and zhao liying is embarrassed.	2
How a hair dryer works wonders.	0
After father-in-law kisses his daughter-in-law, the two live in a fight?	2
She can't pass us by her acting skills	2
Baidu, Huawei, Tencent joint built the Wimar car has steering wheel?	2
China's stock market officially enters the end of the bull market, A-shares may face unprecedented plummeting attacks	0
Koku Koku Music Festival brings two dimensions to the Temple of Heaven	2
Wang Fei and Li Yapeng are expected to get together, where is Nicholas Tse going to go?	0
Orange peeled with a fingerprint to unlock a cell phone.	0
The one-child families in rural areas have received new benefits, and the old-age insurance will also pay the subsidies, but the money is not very much	2
More powerful than the millet router, let the hard disk seconds home private cloud, enhanced WIFI signal!	0
"Zhang Tianyai is also snatching the role again? After all, even Fan Bingbing Zhao Li Yingying is not in the eye, ""the little Princess"" is really not a vanity fair!"	2
"In the morning, wash your face with ""material"", so that you don't have a plaque, no wrinkles, and retard the youth!"	2
Guan Xiaotong repeatedly expressed Li Yi-feng, why did not become a lover in the end?	2
The welfare of friends of farmers is coming! From 1 October onwards, farmers have finally been allowed to go to the market in cities.	2
Your belly's shaking? Teach you how to lose 4 centimeters in your waistline 20 days fast.	2
Yuan Tianyi of the Tang Dynasty, predicted that the next 1000 years of the events 100% accurate?	2
the 5th anniversary of the founding of microcredit, there will be a reward for remitting news	2
Daughter Chant's face exposed, Guo Fucheng has no choice but to exercise self-discipline.	2
To nourish the liver is to nourish the life, these three kinds of fruit, unexpectedly discharged many years of the liver poison!	2
In some rural areas next month, nine-year compulsory education will be abolished and 15 years of free education will be introduced.	0
list of veggie-proof vegetables	2
"Bazhong netizens spread rumors in weixin group that ""a 19-year-old woman was killed in the first bridge, dumped in the river."""	2
Hand sanitizer contains more bases, wash hands should use more soap than use hand-washing liquid?	0
The secret of longevity of a 108-year-old man: eat it often, the heart disease of high blood pressure bypass walk, cheap and effective!	2
"""The plane is about to take off. A man is kneeling at the hatch!"""	0
"What is it like to be fat for a summer? Losing your ""negative calories"" is the only thing you can do."	0
Witnessed by the water and the villagers, the villagers drained the water and finally saw such a horror show.	0
Dazzled by the director? Liu Yifei's response to the netizens to spit out the embarrassment...	2
It's cancer to eat instant noodles. Really?	2
"Don't panic! Eat four more ""Natural Insulin"" foods to help you fight diabetes."	0
"""Huawei"" EMUI 8.0 these 10 power saving skills, how many do you know?"	2
With GPS saying good-bye, the Beidou Map APP is officially launched in May, most domestic handsets are supported!	2
Can you drink after eating durian? You can't eat durian with anything.	2
"Take out the ""wrong edition"" hundred dollar bill, the paper money is extra one corner, the expert appraisals twenty thousand!"	2
Actor and actress Don't read the screenplay? Shoot baby and Lee Yi-feng, and Kiko apologize	2
The 50 cent of the plum rose again, with the ability to collect more such coins, not to take up capital, and to increase the value of the money.	2
The lowest-emission BMW in history, with $1.5T for a 1.5T and a dismal sell.	2
What's the best way to eat goji berries?	2
Traditional Chinese medicine has a way of losing weight, pressing this point before going to bed, a few days will be able to lose weight.	2
A side of the countryside, the effect of tonifying kidney is even better than taking medicine, drink a cup every day, the waist does not ache, too miraculous	2
Is instant noodles junk food? That's what the nutritionist said.	2
Of the 50 coin of the plum, it is the greatest collection of the year!	0
What to eat can lose weight, 4 kinds of fruit weight loss effect is good	2
Attention, Chengdu! Pay treasure will shut down an important function, will your payment affected?	2
In 2018 the countryside chicken feed subsidy is too good, satisfies these conditions farmer friend not to miss!	2
Domestic chip strongest dragon head strong return, reorganization succeeds in net profit soaring 518% next week to rise into demon	0
new rules to be implemented for all traffic violations starting next year	1
Recall of Entertainment Weekly: Huang Shing-yi is the most glorious	2
Summer sun protection, teaching you toothpaste, washing your face, and turning white in a few days	2
In 2018, the total amount of money for these three types of subsidies in the countryside is the same as those for the 60-year-old.	2
China's chips have been hit by 2.6 billion silos, with an 861% jump in sales, and next week it will sweep the A-list	0
Diabetics can rest assured that sugar-free foods will not increase their blood sugar levels	2
The Central Academy of Fine Arts gave him disciplinary action because of the private road signs.	2
Son, Mama gave you a sister, with the symptoms, as you wanted.	2
"A generation of ""superhero"" Huang Guangyu was out of prison at the end of 17 years, Ma Yun welcomed the real opponent! Liu Qiangdong stood aside"	2
Hong Kong's first day listing price rises 4.56% on the first day of listing	2
Practical tips. Don't want to answer any phone calls? Just press a few keys and the phone will be an empty.	0
"The reason lin xin ""my boy"" off the air was announced: ""taiwan independence"" will be re-cast?"	2
Tips: 18 years of implementation of the annual review of new rules, cancellation of a number of fee items, do not know how to eat big losses.	2
Man stabbed to death with $1, 000 in debt? Hani police: The truth is that the suspect chopped up a police officer with a knife	2
"Why do you always check on bread truck? Because you have not read the ""secret""!"	2
this small animal in the countryside has made the farmers look like tigers. they have lost blood when they are touched, and some people have raised it to earn 5 million a year.	2
"""The police warns rumors"" ""May 29 at 2350 pm, there will be a 7.2 earthquake in our county"" rumor!"	2
China's bid to host the World Cup 2030?	2
Good news! Six-year-old single-child allowance totals nearly $10,000 and a second child.	2
Chinese Sky Eye received an alien signal source, why did Hawking repeatedly warn him not to reply?	0
The Trans-Sichuan Line disappears.	2
After sleepover door, each return to normal life Li Xiaolu to promote the husband and wife feelings to visit Ban Jing Liang!	2
After raising pigs and chickens! Netease opened chicken farms for his own family: 100 thousand free and free chicken.	2
Toothpaste, it is the plague of old age spots, now know it is not too late!	0
"""Steamed food inadvertently causes cancer"", the friend circle crazy information is reasonable?"	2
Pan Yuet-ming wants to get back together? Pan Yuuming: How can the love in your heart be let down easily?	0
Liu Yifei Pregnant? Han Jiejia Pregnant of Pregnancy and Song Seung-hsien all admitted to the marriage	0
Ginger scraping can produce hair? The truth is...	0
Analysis of the Daily News of Block Chain, Coinage Area Link Chain Epitaxy Chiliz	2
"Legendary ""pig teammate""? Lin Dan's mother said forgive him is Xie Xingfang's only choice!"	0
after the new regulations were introduced on 1 october, the driving license deduction has become invalid! _	0
A thief who robbed an old man in broad daylight, only to be overpowered by a beautiful teacher.	2
Trump announces recognition of jerusalem as the capital of israel, and the situation in the middle east is threatening to come?	2
"Rural wild vegetables are treasure, these are the ""nourishing the liver and kidney"" strong hand, dispelling the lipids to eliminate the cancer also anti-cancer!"	2
Red dates and it eat together, nutrition is not easy to poison, quickly tell people around!	2
One-child family happy, there are four subsidies can be received, the amount of subsidies many!	0
Illustration and skill, see the stock ups and downs, catch the black horse stock as a bag of goods (see diagram)	2
Experts dug up the tomb of Lu Dongbin and were scared by the experts.	2
The hollow tomatoes are loaded with hormones.	2
Obame Yang and China Super 4 team eyebrow eye, 72 million Euros join Hengda only because 1 person	2
"There are nine diseases that can be treated free of charge, but the fees are ""cold"". Experts cannot figure out why."	0
Bad news: following the widespread corruption scandal at the ofo, mobai has also suffered huge amounts of corruption.	2
People's daily newspaper article criticizes hunan satellite tv: deceives the audience! The host is sabebenin or be suspended!	2
The girl had an appendectomy and a hysterectomy.	0
Ni loves the cat person to collapse! 4 days raises the kitten, the netizen question: Is in the abusive cat?	2
"Have you finished with Qiongyao? Are you going to make a remake of ""Deep rain in the rain""? Does any of the new cast members read it?"	0
Australian Marshallese Immigrants - Why Australia?	2
A moon under a fingernail is not healthy? The crescent moon is few, do one thing to make up	0
